domain,name,source,icp_tier,icp_score,signal_score,signal_trust,signals,tags,batch,team_size,location,one_liner,description,company_url,source_url
iodynamics.de,IO-Dynamics,htgf,ICP 1,7,3,high,auth,"",,,Germany,,,https://www.iodynamics.de,https://www.htgf.de/en/portfolio/
irubis.com,IRUBIS,htgf,ICP 1,7,3,high,docs,"",,,Germany,,,https://irubis.com/,https://www.htgf.de/en/portfolio/
iyzico.com,Iyzico,speedinvest,ICP 2,7,3,high,docs,"Middle East, Africa & Beyond",2013,,Turkey,Offering vendors a fast and easy way to receive payments online.,Iyzico (acquired by PayU in 2019) is Turkey’s leading ePayment company offering businesses easy solutions to accept payments online. ‍ The platform is tailored to the needs of the local market and integrates with over 22 different payment options and banks. Customers appreciate the easy setup process and features such as recurring payments and Iyzico’s marketplace solution.,http://www.iyzico.com/,https://www.speedinvest.com/portfolio/
jura-online.de,Jura Online,b2venture,ICP 1,7,3,high,api,EdTech|Trade Sale,2016,,Germany,"Jura Online adapts to the learning personality of its users and is a companion that guides, queries and shows where you stand while learning.","Jura Online adapts to the learning personality of its users and is a companion that guides, queries and shows where you stand while learning.",https://jura-online.de/,https://www.b2venture.vc/portfolio
kiwigrid.com,Kiwigrid (Exit),htgf,ICP 1,7,3,high,auth,"",,,Germany,,,https://www.kiwigrid.com/,https://www.htgf.de/en/portfolio/
kontext21.com,kontext21,antler,ICP 1,7,3,high,docs,B2B Software,2024,,Germany,"Build context-aware software with the K21 SDK. Our SDK has everything you need to capture end-user data, contextualize it and deliver real user value with AI.","Build context-aware software with the K21 SDK. Our SDK has everything you need to capture end-user data, contextualize it and deliver real user value with AI.",https://www.kontext21.com/,https://www.antler.co/portfolio
makekismet.com,Kismet,antler,ICP 2,7,3,high,api,B2B Software,2024,,US,AI/ML-enabled platform empowering hotels to automate direct growth & group sales workflows.,AI/ML-enabled platform empowering hotels to automate direct growth & group sales workflows.,https://makekismet.com/,https://www.antler.co/portfolio
maqsad.io,Maqsad,speedinvest,ICP 2,7,3,high,api,"Middle East, Africa & Beyond",2023,,Pakistan,Building a personalized learning platform to make high-quality education accessible to 100 million Pakistani students.,"Maqsad is a mobile-first edtech platform that delivers high-quality personalized academic content for 100 million Pakistani students. The platform provides a holistic learning experience where users can learn a concept, test their knowledge, and ask questions. The edtech has developed the MENAP region's first instant query-solving engine, which matches student queries to video solutions within seconds. In just the last 6 months, Maqsad has reached over 1 million students and answered 4 million plus student queries. The platform is building AI-enabled tools to increase personalization, adaptive learning, and build a data-driven ecosystem to improve learning outcomes. ‍",https://maqsad.io/,https://www.speedinvest.com/portfolio/
mediaire.de,mediaire,htgf,ICP 1,7,3,high,api,"",,,Germany,,,https://mediaire.de/,https://www.htgf.de/en/portfolio/
meinprospekt.de,MEINPROSPEKT (Exit),htgf,ICP 1,7,3,high,api,"",,,Germany,,,https://www.meinprospekt.de,https://www.htgf.de/en/portfolio/
merchkit.com,Merchkit,antler,ICP 2,7,3,high,api,B2B Software,2025,,Canada,AI product data enrichment & automation for product catalogs,AI product data enrichment & automation for product catalogs,https://www.merchkit.com/,https://www.antler.co/portfolio
milodrive.com,Milo Drive,antler,ICP 2,7,3,high,api,ConsumerTech,2024,,India,"Milo is building a decentralised EV Fleet Platform which provides access to capital, demand integrations and tech leverage to enable fleets in the ride hailing ecosystem to increase their efficiency & thus their profitability.","Milo is building a decentralised EV Fleet Platform which provides access to capital, demand integrations and tech leverage to enable fleets in the ride hailing ecosystem to increase their efficiency & thus their profitability.",https://milodrive.com,https://www.antler.co/portfolio
minodes.com,Minodes,project_a,ICP 1,7,3,high,auth,"",Seed,,Berlin,Data analysis for offline retailers,,https://minodes.com/,https://www.project-a.vc/companies
modelcode.ai,Modelcode AI,antler,ICP 2,7,3,high,docs,B2B Software,2025,,US,AI platform to resolve tech debt,AI platform to resolve tech debt,https://modelcode.ai/,https://www.antler.co/portfolio
more.science,mo:re,htgf,ICP 1,7,3,high,api,"",,,Germany,,,https://more.science/,https://www.htgf.de/en/portfolio/
neotiv.com,neotiv,htgf,ICP 1,7,3,high,api,"",,,Germany,,,https://www.neotiv.com/de/,https://www.htgf.de/en/portfolio/
neuralconcept.com,Neural Concept,htgf,ICP 1,7,3,high,docs,"",,,Germany,,,https://neuralconcept.com/,https://www.htgf.de/en/portfolio/
node.energy,node.energy,htgf,ICP 1,7,3,high,api,"",,,Germany,,,https://www.node.energy,https://www.htgf.de/en/portfolio/
obud.co,obud,antler,ICP 2,7,3,high,api,ConsumerTech,2025,,Korea,Membership-Based Fitness & Wellness Platform,Membership-Based Fitness & Wellness Platform,https://obud.co,https://www.antler.co/portfolio
onitbank.com,Onit,speedinvest,ICP 2,7,3,high,api,"Middle East, Africa & Beyond",2023,,Kenya,"Building your bank, free from hidden fees.","OnIt, a licensed bank in Kenya, offers a free transaction network linking consumers, businesses, and suppliers, enhanced with services like check-out finance, premium financial products, and open APIs for easy consumer integration.",https://www.onitbank.com/,https://www.speedinvest.com/portfolio/
openwealth.fi,Openwealth,antler,ICP 2,7,3,high,platform,2025,,,FinTech,Compliance-aware wealth platform enabling financial advisors to manage crypto and tokenized securities,Compliance-aware wealth platform enabling financial advisors to manage crypto and tokenized securities,https://openwealth.fi/,https://www.antler.co/portfolio
ovyhealth.com,Ovy Health,antler,ICP 2,7,3,high,api,Health and BioTech,2023,,Indonesia,"A women’s health platform integrating fertility tracking, virtual care, and clinic coordination to make reproductive healthcare more accessible and personalized across Southeast Asia.","A women’s health platform integrating fertility tracking, virtual care, and clinic coordination to make reproductive healthcare more accessible and personalized across Southeast Asia.",https://ovyhealth.com/en,https://www.antler.co/portfolio
payever.de,payever (Exit),htgf,ICP 1,7,3,high,api,"",,,Germany,,,https://www.payever.de,https://www.htgf.de/en/portfolio/
pillio.de,Pillio,antler,ICP 1,7,3,high,api,Health and BioTech,2022,,Germany,"We are building the future of chronic health management, starting with medication personalisation, and scaling to health monitoring and ecosystem engagement.","We are building the future of chronic health management, starting with medication personalisation, and scaling to health monitoring and ecosystem engagement.",https://pillio.de,https://www.antler.co/portfolio
plista.com,plista (Exit),htgf,ICP 1,7,3,high,api,"",,,Germany,,,https://www.plista.com,https://www.htgf.de/en/portfolio/
prefactor.tech,Prefactor,antler,ICP 2,7,3,high,docs,B2B Software,2024,,Australia,Prefactor is the first identity platform purpose-built for Agent Customer Identity.,Prefactor is the first identity platform purpose-built for Agent Customer Identity.,https://prefactor.tech,https://www.antler.co/portfolio
preventicus.com,Preventicus,htgf,ICP 1,7,3,high,api,"",,,Germany,,,https://preventicus.com/,https://www.htgf.de/en/portfolio/
quobyte.com,Quobyte,htgf,ICP 1,7,3,high,docs,"",,,Germany,,,https://www.quobyte.com/,https://www.htgf.de/en/portfolio/
renewearth-lab.com,RenewEarth Lab,antler,ICP 2,7,3,high,api,Energy and ClimateTech,2023,,Korea,"Scope 3 carbon emission calculation, analysis, report automation solution","Scope 3 carbon emission calculation, analysis, report automation solution",https://www.renewearth-lab.com,https://www.antler.co/portfolio
restabilise.com,ReStabilise,project_a,ICP 2,7,3,high,api,"",Pre-Seed,,London,Multi-currency stablecoin issuance platform,,https://restabilise.com/,https://www.project-a.vc/companies
scopis.com,Scopis (Exit),htgf,ICP 1,7,3,high,api,"",,,Germany,,,https://www.scopis.com/,https://www.htgf.de/en/portfolio/
skinuvita.de,Skinuvita,htgf,ICP 1,7,3,high,docs,"",,,Germany,,,https://skinuvita.de/,https://www.htgf.de/en/portfolio/
skoove.com,Skoove,b2venture,ICP 1,7,3,high,api,EdTech,2019,,Germany,"From tutorials to theory: Skoove offers everything for your musical journey. With more than 1 million users to date, Skoove creates interactive applications for learning piano and guitar. With their team of 20 certified music enthusiasts, they combine music learning science, audio technology and machine learning to create a unique music technology company.","From tutorials to theory: Skoove offers everything for your musical journey. With more than 1 million users to date, Skoove creates interactive applications for learning piano and guitar. With their team of 20 certified music enthusiasts, they combine music learning science, audio technology and machine learning to create a unique music technology company.",https://www.skoove.com/en,https://www.b2venture.vc/portfolio
skoutli.com,Skoutli,antler,ICP 2,7,3,high,api,Real Estate and PropTech,2021,,Australia,"The affordable and easy to use location scouting platform that lets creators book exactly what they really need, so they can focus on making content that stands apart from the competition.","The affordable and easy to use location scouting platform that lets creators book exactly what they really need, so they can focus on making content that stands apart from the competition.",https://www.skoutli.com,https://www.antler.co/portfolio
sovity.de,sovity,htgf,ICP 1,7,3,high,docs,"",,,Germany,,,https://www.sovity.de,https://www.htgf.de/en/portfolio/
spacegoats.io,SPACEGOATS,htgf,ICP 1,7,3,high,api,"",,,Germany,,,https://spacegoats.io/,https://www.htgf.de/en/portfolio/
storybox.blog,StoryBox,htgf,ICP 1,7,3,high,api,"",,,Germany,,,https://www.storybox.blog/,https://www.htgf.de/en/portfolio/
studynash.co,StudyNash,antler,ICP 2,7,3,high,api,ConsumerTech,2023,,Australia,An online platform that connects students who want to study abroad with current international students and lets them apply to multiple universities,An online platform that connects students who want to study abroad with current international students and lets them apply to multiple universities,https://studynash.co/,https://www.antler.co/portfolio
subbb.me,Subbb,antler,ICP 2,7,3,high,api,ConsumerTech,2024,,US,Discovery and monetization platform for paid online & IRL communities created in minutes.,Discovery and monetization platform for paid online & IRL communities created in minutes.,https://subbb.me,https://www.antler.co/portfolio
tavare.com,Tavare,antler,ICP 2,7,3,high,api,B2B Software,2023,,Norway,Building the infrastructure for textile repairs and care service.,Building the infrastructure for textile repairs and care service.,https://tavare.com/,https://www.antler.co/portfolio
